Date,GOOGL,V,MA,NKE,AMGN,MS,CSCO,XOM,ADBE,VZ,NEE,WFC,T,BA,RTX,CVS,ORCL,TSLA,CAT,ABT,AAPL,JPM,CVX,AMZN,BRK-B,PFE,WMT,HD,SBUX,IBM,UNH,META,NVDA,MSFT,JNJ,PYPL,INTC,PG,PEP,NFLX,GM,CRM,MMM,LMT,KO,MCD,GE,GS,UNP,MRK
2024-03-26,0.003998082996132801,-0.0021692564504793843,0.00159657022365578,-0.012480024458510153,0.003383091240548586,0.0015361472016666156,-0.0026168965751589557,-0.007501066436316872,0.0007294424800852184,-0.0004893360901956356,-0.01884685441395395,-0.0008814228342445274,0.003504583792360849,-0.02042737363409486,0.004496466444779745,0.004304888566491805,0.0030932193592922985,0.029195349264770964,0.0012362161464536392,0.013544096491399982,-0.006672705081008035,0.004670825116081634,-0.007669133277350193,-0.007845994154095037,0.00402516062264735,0.005832929505473761,-0.000990680318531001,-0.009334888386902662,-0.0034189367608874477,-0.0015360071966606936,0.013233800697939113,-0.014174289846980215,-0.025694225366606815,-0.0028614769959763864,0.0035433174720735927,0.010151487408262216,0.0038249094683580065,0.0022473456432239303,0.0007531485170511054,0.002836783539009735,0.010332886337808045,-0.0007515298213141008,-0.021079885936493792,-0.0007170748510643143,0.002317920770105175,0.0,0.0003456371259171753,0.003062234627129179,-0.012958792344279657,0.0016758563037693186
2024-03-27,0.001327319489281109,-0.005630896287789677,0.0024118933182315505,0.016742313763585592,0.01607683021029338,0.024320705255460373,0.004440097714075053,0.010369988491575777,-0.006304200489664069,0.016891107846608744,0.03841769896180747,0.016407949000170508,0.02153663396392025,0.02373331705729176,0.014470121487984322,0.0013866402023681168,-0.009488427034949787,0.012157391142962881,0.02317679210813739,0.017757964241797763,0.02121276505793568,0.019363543284734108,0.0069556758669808705,0.008581036192426339,0.013023265194686884,0.006886605581529981,0.0034705645630206394,0.01568718747152187,0.01261619582243556,0.012201536027363735,0.001604601158237573,-0.004093695839350375,-0.024967247735416587,-0.0005217350337198834,0.014059331787451113,-0.0014999021579045202,0.04239111596769973,0.012830764541271744,0.004863165675409897,-0.024966564715075523,0.01340905502837586,-0.014550558825156434,0.01909795601247466,0.02419341587308632,0.008093864190175104,0.01220299064485264,0.037856519274666045,0.022330007175310973,0.01636965753529873,0.04963351557316309
2024-03-28,0.00039774931204306085,0.00021509120440055263,0.00757401456098683,-0.0015935735910483917,-0.006915781703786039,0.007058927871531173,0.0028129116098050133,0.011046347586697536,0.0003965349116801242,0.010110706525996216,0.001881241843427528,0.0060753060408371695,0.002849237435686325,0.005418122226916733,0.000821036192158564,0.004154662428279554,0.0027141795736764784,-0.022465709302040393,0.004881340715984894,0.0015861990665422265,-0.010559268181828618,0.003909410809799452,0.00889029847972922,0.0030584610251771505,0.008610549495013942,-0.0010799179405371895,-0.009058019011509044,-0.005934485773403608,-0.001202215976475518,0.0008386073150363771,0.003244869531470629,-0.016765895670188713,0.0011745094991595373,-0.001684666824810943,0.0014558903991590544,0.006309120788203337,0.009138581238212762,-0.002213804219285409,0.008296378384761383,-0.01010547472979706,0.017044375478785456,-0.0006636433572869693,0.01415040927709632,-0.004181480132072979,0.0024577624583108637,-0.00024817589607961654,-0.025482961831917228,0.005875887454149797,0.005314097316802657,0.001518097413307773
2024-04-01,0.030212764098715983,-0.002866531558507468,-0.006582655091319278,-0.015109649632403466,-0.004502046731782672,-0.006690825959497215,0.0026046795611813778,0.006452222242501859,-0.004974256312454517,0.007626283664094569,-0.00829295065440283,-0.006038619578831672,-0.005681826000443091,-0.01808386648959226,0.00235820285101207,-0.0025074470306690744,-0.0010349925466783816,-0.003242460249155976,-0.007341181713923617,-0.013813186437606206,-0.008455743285135875,-0.0067898921945460655,0.008494970492249232,0.003270852211551434,-0.0007609074835922547,-0.0010810854240819179,-0.0028252885541928396,-0.04058913806653541,0.001531888081595767,-0.00591744859399268,-0.010107130151903121,0.01188269022481836,7.745422408911296e-05,0.009150910278029167,-0.002591864859459392,-0.029258085489993535,0.007923998587705539,-0.010292687613476237,-0.011599395111850819,0.011492895579566564,0.0011023872767381704,0.0035860132863623218,0.060129313720124866,-0.0045726197198924234,-0.008172626818245043,-0.006135756976926254,-0.0009683999113764274,-0.010007355439478172,-0.010694008946809275,-0.007275476879596954
2024-04-02,-0.005981143606410999,0.0005749544367390502,0.002152923036160992,-0.017394140166408056,-0.024130873029064803,-0.008767206459136645,-0.013589106695767184,0.019574234627356635,-0.0057360331889073635,0.006149415827167992,-0.00788894593931766,-0.00451315618839776,0.0011427895274394029,-0.007704520917504953,0.00808104508629004,-0.07214686453011443,-0.009085142062820073,-0.049024062767074494,0.0029967170499727303,-0.0006245124035372251,-0.006998735969910741,-0.00040207588839158426,0.004400237043607591,-0.0015472110151306673,-0.0030461654976493557,-0.0061328295433431546,-0.013999999485615588,-0.013667358600916057,-0.02436356431337494,-0.005004512735485411,-0.06444768493376973,0.012252000728336654,-0.01008152924857142,-0.007372111579870277,-0.0003168026369477772,-0.0056896067066403155,-0.01302794677480934,-6.22178532329043e-05,-0.008902720308056944,-0.0001627445204128719,-0.01123347879299319,0.005756562687297739,-0.012550564613982629,0.0009937152542034422,-0.008734369740396208,-0.008850381839141885,-0.02488086403959333,-0.008125627902286103,-0.0031649244672868893,-0.004885844926852623
2024-04-03,0.00232922235160693,-0.005315382920017764,-0.004192314497653338,-0.006816776924235102,-0.006480505597617925,0.0031280784449632115,-0.004493461902914664,0.00016768293590074812,-0.004406926397928612,0.0070522754259663145,-0.005248097614515834,-0.003836006530654301,0.005137085915037476,-0.01659218904799642,-0.010147132190489128,0.010566258752310542,0.015280751724392916,0.01050231020055925,0.030041424355231827,-0.00660595501937844,0.004797470211827859,-0.002816055756020286,0.004130687541284539,0.009519072430478781,0.003150904144779698,-0.011978196900633287,0.0045638570898312025,-0.008539925677590987,-0.0067190140563105905,0.010694654000687809,0.003492345372877459,0.018839085683600487,-0.005455429198055639,-0.002349123279757004,-0.021999600226924154,0.010516434229336902,-0.08215728578703207,-0.02752712463089324,-0.010265958493634542,0.025838059539012193,0.0062374366182460506,0.0024341970355723497,0.003769966327159091,-0.01178180475422208,-0.005319966435139101,-0.00792095901038492,0.06704765242390187,0.009386973646266839,-0.004040652520480248,-0.003452449926880763
2024-04-04,-0.028337196947744614,-0.010687352370912895,-0.016023757185060328,-0.013948933581029888,-0.023066648086588093,-0.007742072303077663,-0.012925722143821927,0.0035205529541659786,-0.019919165046054177,-0.00910359426000551,0.018864870891366792,-0.007876852796273481,-0.002271646050016507,-0.008814649031757549,0.018041960355882125,-0.009383255460332918,-0.016238933157920132,0.016213301154368365,-0.015966295117210372,-0.010513988534658902,-0.004892403540199153,-0.007608530110752576,0.00155836218178651,-0.013212014767422509,-0.011707555264819702,-0.02094049571588752,0.0011778779397775274,-0.0061683795550459,-0.01217568343893416,-0.015505570615590436,-0.009483509606691753,0.008248844026715885,-0.034384734343960055,-0.006112521116560465,-0.011409199536800196,-0.012243579234781254,-0.01487738799309235,-0.004482714529015608,-0.0001768230427835471,-0.020537077974909224,-0.032986338562905004,-0.03478377794251308,-0.028436501916295542,0.013708489089635512,-0.008858523529068019,-0.019779269052514592,0.012155097805285564,-0.018719899755506364,-0.0035604108511179122,-0.017243860812549694
2024-04-05,0.013087030058684945,0.011460013662563329,0.015709843703838988,-0.002582303451325596,0.006937787481108293,0.0020590837884373325,0.00914562217036341,0.013782274464955169,-0.004085299612445303,-0.007774054437471589,0.007061052740674478,0.01270301053911349,-0.008537177921721373,-0.0008183419825337213,0.023965483699109225,0.009201517916367807,0.005717060196451795,-0.036292482565110196,0.02571721526049453,0.009899114075457849,0.004501810422863128,0.009200172960269537,0.005663033834358622,0.028166707356770848,0.007945650907187352,0.00037518534901592737,0.0058823960396205965,0.0005312128424268536,-0.008788078451318015,0.006385057262428884,0.0007904261008788716,0.03213799338923451,0.02448054338110528,0.018282783669731684,-0.000721427107979844,0.009451512266787088,-0.025673242775647087,0.0041813430749144676,-0.0030061516120090115,0.03085195834885246,0.012591466391517425,0.02641600339426531,0.005411891164398552,0.0029512800479687407,0.003541343422129417,-0.01258838495046466,0.06045175844854622,0.004479957889163666,0.005484252722112837,0.0025848872429319325
2024-04-08,0.015409958192101225,0.0022369461092790477,0.004952815079209305,0.013057270151445532,-0.002778291650609721,0.008002459855995792,-0.006385086965767228,-0.006756221529986228,-0.0017315228115627468,-0.009259116024022407,0.010595265290477496,0.006794330934814852,-0.009758958407989349,-0.008627289703616703,0.0018683305399358474,-0.001877154315347851,-0.004403563774772912,0.04899940648952894,-0.015370425013244704,-0.006115047575949495,-0.006663463324824703,0.005216477776490702,-0.002041984356837445,0.0006483768975988902,-0.006330308937447016,-0.003000661212895772,-0.0011696120542815658,0.011680128129553102,0.003914877670207373,0.003595173791471673,0.0005705295951512479,-0.015340941365967975,-0.00994224996628823,-0.002185608644384218,-0.005249778899567792,0.018265460999859373,-0.01885821705559898,-0.00038442153273410273,0.0026013425526396627,-0.012213555315641389,0.0024870830997774096,-0.0005960883932494276,0.00988688094271084,-0.006587983794851371,-0.004032901483373874,0.0032621763713218677,0.0014075679643557049,0.006053033908210548,-0.0071071582487653995,-0.011172646717247825
2024-04-09,0.011301130509091983,-0.0037442002585940104,-0.013970952354649624,0.011111051623429402,0.004308893141903303,0.009333897014903503,0.036691524475823245,0.005225973055993149,0.01707687501965327,-0.005479139775250497,0.008017280529833082,-0.0036338434804951136,-0.00424229880436644,-0.018946918306143257,-0.0027483678767659114,-0.014508276512724128,-0.005808683138793791,0.02254601255405486,-0.004203782159779568,0.01737248498953292,0.00724239869861254,-0.0067009322764282064,0.0045264523939234635,0.002591909504893186,-0.0030771420427929685,0.007524459469012035,0.00016727387340842448,-0.0017399206880898133,-0.0006881613985694202,-0.002686762658718478,0.008157878453880052,-0.004525822659668499,-0.020417195668368415,0.00398035886021475,0.00461769507317733,0.009948804620786733,0.009215353774166601,0.003973349082173838,0.0060738228545655915,-0.016247292967694116,0.008795632022370548,0.002120971667288307,0.007397017256453031,-0.010632567314497354,0.007592301031043691,0.007026431748942574,-0.01296952976508059,0.00041398797679836896,0.0020808442534694382,0.0011851552079111816
2024-04-10,-0.002937408900477223,-0.008094850758515237,-0.00633248766879857,-0.021977991007283926,-0.014461873601852138,-0.02582912980488583,-0.01599679314872704,0.008417158123689816,-0.010821209429216272,-0.00783547734818768,-0.020954450592077234,-0.011115012337723384,-0.01005915101804089,-0.01959347816105028,-0.002362192337340252,-0.030125416457298493,-0.012010175291731873,-0.028946236061948905,0.0004571198583593894,-0.011294991419260048,-0.011139277335305509,-0.008521453649739774,0.004135693837396648,0.0015080453603608657,-0.013455875610679069,-0.017177016638881937,0.013881925686814789,-0.030048268928320354,-0.013543100855841983,-0.017273397258644185,-0.021034481177161557,0.005668332956669131,0.01974142519704536,-0.007084576614852067,-0.013723744595148357,-0.016716458904209475,-0.02948075521029736,0.003702425474427784,-0.009729827436213423,0.0006146956895969335,-0.017661661481290114,-0.00909486486631672,0.00021595442291588718,0.009249827131212252,-0.013395909769410519,-0.0028578578561158086,0.013722540898737812,-0.024226387255996018,-0.01636279392171136,0.0003157458023725912
